TraceName,Time,Celsius(�C),Comments,Serial Number
1,2024-05-06 22:07:37,23.5,,068010423
2,2024-05-06 22:07:47,23.5,
3,2024-05-06 22:07:57,23.5,
4,2024-05-06 22:08:07,23.5,
5,2024-05-06 22:08:17,23.5,
6,2024-05-06 22:08:27,23.5,
7,2024-05-06 22:08:37,23.5,
8,2024-05-06 22:08:47,23.5,
9,2024-05-06 22:08:57,23.5,
10,2024-05-06 22:09:07,23.5,
11,2024-05-06 22:09:17,23.5,
12,2024-05-06 22:09:27,23.5,
13,2024-05-06 22:09:37,23.5,
14,2024-05-06 22:09:47,23.5,
15,2024-05-06 22:09:57,23.5,
16,2024-05-06 22:10:07,23.4,
17,2024-05-06 22:10:17,23.4,
18,2024-05-06 22:10:27,23.4,
19,2024-05-06 22:10:37,23.4,
20,2024-05-06 22:10:47,23.4,
21,2024-05-06 22:10:57,23.4,
22,2024-05-06 22:11:07,23.4,
23,2024-05-06 22:11:17,23.4,
24,2024-05-06 22:11:27,23.4,
25,2024-05-06 22:11:37,23.4,
26,2024-05-06 22:11:47,23.4,
27,2024-05-06 22:11:57,23.4,
28,2024-05-06 22:12:07,23.4,
29,2024-05-06 22:12:17,23.4,
30,2024-05-06 22:12:27,23.4,
31,2024-05-06 22:12:37,23.4,
32,2024-05-06 22:12:47,23.4,
33,2024-05-06 22:12:57,23.4,
34,2024-05-06 22:13:07,23.4,
35,2024-05-06 22:13:17,23.4,
36,2024-05-06 22:13:27,23.4,
37,2024-05-06 22:13:37,23.4,
38,2024-05-06 22:13:47,23.4,
39,2024-05-06 22:13:57,23.4,
40,2024-05-06 22:14:07,23.4,
41,2024-05-06 22:14:17,23.4,
42,2024-05-06 22:14:27,23.4,
43,2024-05-06 22:14:37,23.4,
44,2024-05-06 22:14:47,23.4,
45,2024-05-06 22:14:57,23.4,
46,2024-05-06 22:15:07,23.4,
47,2024-05-06 22:15:17,23.4,
48,2024-05-06 22:15:27,23.4,
49,2024-05-06 22:15:37,23.4,
50,2024-05-06 22:15:47,23.4,
51,2024-05-06 22:15:57,23.4,
52,2024-05-06 22:16:07,23.4,
53,2024-05-06 22:16:17,23.4,
54,2024-05-06 22:16:27,23.4,
55,2024-05-06 22:16:37,23.4,
56,2024-05-06 22:16:47,23.4,
57,2024-05-06 22:16:57,23.4,
58,2024-05-06 22:17:07,23.4,
59,2024-05-06 22:17:17,23.4,
60,2024-05-06 22:17:27,23.4,
61,2024-05-06 22:17:37,23.4,
62,2024-05-06 22:17:47,23.4,
63,2024-05-06 22:17:57,23.4,
64,2024-05-06 22:18:07,23.4,
65,2024-05-06 22:18:17,23.4,
66,2024-05-06 22:18:27,23.4,
67,2024-05-06 22:18:37,23.4,
68,2024-05-06 22:18:47,23.4,
69,2024-05-06 22:18:57,23.4,
70,2024-05-06 22:19:07,23.4,
71,2024-05-06 22:19:17,23.4,
72,2024-05-06 22:19:27,23.4,
73,2024-05-06 22:19:37,23.4,
74,2024-05-06 22:19:47,23.4,
75,2024-05-06 22:19:57,23.4,
76,2024-05-06 22:20:07,23.4,
77,2024-05-06 22:20:17,23.4,
78,2024-05-06 22:20:27,23.4,
79,2024-05-06 22:20:37,23.4,
80,2024-05-06 22:20:47,23.4,
81,2024-05-06 22:20:57,23.4,
82,2024-05-06 22:21:07,23.4,
83,2024-05-06 22:21:17,23.4,
84,2024-05-06 22:21:27,23.4,
85,2024-05-06 22:21:37,23.4,
86,2024-05-06 22:21:47,23.4,
87,2024-05-06 22:21:57,23.4,
88,2024-05-06 22:22:07,23.4,
89,2024-05-06 22:22:17,23.4,
90,2024-05-06 22:22:27,23.4,
91,2024-05-06 22:22:37,23.4,
92,2024-05-06 22:22:47,23.4,
93,2024-05-06 22:22:57,23.4,
94,2024-05-06 22:23:07,23.4,
95,2024-05-06 22:23:17,23.4,
96,2024-05-06 22:23:27,23.4,
97,2024-05-06 22:23:37,23.4,
98,2024-05-06 22:23:47,23.4,
99,2024-05-06 22:23:57,23.4,
100,2024-05-06 22:24:07,23.4,
101,2024-05-06 22:24:17,23.4,
102,2024-05-06 22:24:27,23.4,
103,2024-05-06 22:24:37,23.4,
104,2024-05-06 22:24:47,23.4,
105,2024-05-06 22:24:57,23.4,
106,2024-05-06 22:25:07,23.4,
107,2024-05-06 22:25:17,23.4,
108,2024-05-06 22:25:27,23.4,
109,2024-05-06 22:25:37,23.4,
110,2024-05-06 22:25:47,23.4,
111,2024-05-06 22:25:57,23.4,
112,2024-05-06 22:26:07,23.4,
113,2024-05-06 22:26:17,23.4,
114,2024-05-06 22:26:27,23.4,
115,2024-05-06 22:26:37,23.4,
116,2024-05-06 22:26:47,23.4,
117,2024-05-06 22:26:57,23.4,
118,2024-05-06 22:27:07,23.4,
119,2024-05-06 22:27:17,23.4,
120,2024-05-06 22:27:27,23.4,
121,2024-05-06 22:27:37,23.4,
122,2024-05-06 22:27:47,23.3,
123,2024-05-06 22:27:57,23.3,
124,2024-05-06 22:28:07,23.3,
125,2024-05-06 22:28:17,23.3,
126,2024-05-06 22:28:27,23.3,
127,2024-05-06 22:28:37,23.3,
128,2024-05-06 22:28:47,23.3,
129,2024-05-06 22:28:57,23.3,
130,2024-05-06 22:29:07,23.3,
131,2024-05-06 22:29:17,23.3,
132,2024-05-06 22:29:27,23.3,
133,2024-05-06 22:29:37,23.3,
134,2024-05-06 22:29:47,23.3,
135,2024-05-06 22:29:57,23.3,
136,2024-05-06 22:30:07,23.3,
137,2024-05-06 22:30:17,23.3,
138,2024-05-06 22:30:27,23.3,
139,2024-05-06 22:30:37,23.3,
140,2024-05-06 22:30:47,23.3,
141,2024-05-06 22:30:57,23.3,
142,2024-05-06 22:31:07,23.3,
143,2024-05-06 22:31:17,23.3,
144,2024-05-06 22:31:27,23.3,
145,2024-05-06 22:31:37,23.3,
146,2024-05-06 22:31:47,23.3,
147,2024-05-06 22:31:57,23.3,
148,2024-05-06 22:32:07,23.3,
149,2024-05-06 22:32:17,23.3,
150,2024-05-06 22:32:27,23.3,
151,2024-05-06 22:32:37,23.3,
152,2024-05-06 22:32:47,23.3,
153,2024-05-06 22:32:57,23.3,
154,2024-05-06 22:33:07,23.3,
155,2024-05-06 22:33:17,23.3,
156,2024-05-06 22:33:27,23.3,
157,2024-05-06 22:33:37,23.3,
158,2024-05-06 22:33:47,23.3,
159,2024-05-06 22:33:57,23.3,
160,2024-05-06 22:34:07,23.3,
161,2024-05-06 22:34:17,23.3,
162,2024-05-06 22:34:27,23.3,
163,2024-05-06 22:34:37,23.3,
